LegalDescription,TownshipRange,Township,Range,Section,County,Created,Modified,Modified By,TownshipRange,DocumentName,ID
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229931.pdf","558"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229933.pdf","559"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229934.pdf","560"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229935.pdf","561"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229937.pdf","562"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229939.pdf","563"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229941.pdf","564"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229944.pdf","565"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229946.pdf","566"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229947.pdf","567"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229948.pdf","568"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 18 AND 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5229949.pdf","569"
"<font color=""%23000000"">SECTION 4, 	 TOWNSHIP 16 NORTH, 	 2015 04947 RANGE 11 WEST, 	 BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5233825.pdf","570"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. FORCE POOLING SECTION 9, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5233827.pdf","571"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 15 AND 10, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTIONS 15 AND 10</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5250107.pdf","572"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 15 AND 10, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTIONS 15 AND 10</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5250108.pdf","573"
"<font color=""%23000000"">DRILLING AND SPACING UNITS SECTIONS 31 AND 30, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">DRILLING AND SPACING UNITS </font><br><br><font color=""%23000000"">SECTIONS 31 AND 30</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5251705.pdf","574"
"<font color=""%23000000"">SECTIONS 31 AND 30, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTIONS 31 AND 30</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5251708.pdf","575"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC. LOCATION EXCEPTION SECTIONS 31 AND 30, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5251710.pdf","576"
"<font color=""%23000000"">LEGAL DESCRIPTION OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC. LOCATION EXCEPTION SECTIONS 31 AND 30, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5251711.pdf","577"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5251859.pdf","578"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. VzolliAlac SECTION 30, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5256403.pdf","579"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 31, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5256405.pdf","580"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 10, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 10</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5256770.pdf","581"
"<font color=""%23000000"">SECTION 7, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 7</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5267786.pdf","582"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. AMEND POOLING ORDER NO. 647746 SECTION 18, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5267787.pdf","583"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 4, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5270936.pdf","584"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 4, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5271085.pdf","585"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 13, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 13</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5281258.pdf","586"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 13, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 13</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5281259.pdf","587"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 13, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 13</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5281261.pdf","588"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 13, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 13</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5281263.pdf","589"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 13, TOWNSHIP 16 NORTH, RANGE 11 WEST, BLAINE</font>","T16N-R11W","T16N","R11W","<font color=""%23000000"">SECTION 13</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T16N-R11W","occ5281265.pdf","590"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 33, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 33</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5236094.pdf","591"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 28, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 28</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5236095.pdf","592"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 33 AND 28, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTIONS 33 AND 28</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5236096.pdf","593"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 28, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 28</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5237363.pdf","594"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 28, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 28</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5237364.pdf","595"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 33, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 33</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5237365.pdf","596"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 33, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 33</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5237366.pdf","597"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E15.pdf","598"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E17.pdf","599"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E18.pdf","600"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E19.pdf","601"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E1B.pdf","602"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","030B0E1C.pdf","603"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 24</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5241585.pdf","604"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 35, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5248204.pdf","605"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 35, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5248205.pdf","606"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 35, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5250917.pdf","607"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 26, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5261942.pdf","608"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 26, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTION 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5261944.pdf","609"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 35 AND 26, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTIONS 35 AND 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5261946.pdf","610"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 35 AND 26, TOWNSHIP 17 NORTH, RANGE 11 WEST, BLAINE</font>","T17N-R11W","T17N","R11W","<font color=""%23000000"">SECTIONS 35 AND 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R11W","occ5261948.pdf","611"
"<font color=""%23000000"">LEGAL DESCRIPTION CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 15 AND 10, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5221010.pdf","612"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC LOCATION EXCEPTION SECTIONS 15 AND 10, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5221011.pdf","613"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC FORCE POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5221012.pdf","614"
"<font color=""%23000000"">A L L 0 F S E C T 10 N 2, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">A L L 0 F S E C T 10 N  2</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5235851.pdf","615"
"<font color=""%23000000"">ALL OF SECTION 2, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">ALL OF SECTION 2</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5235852.pdf","616"
"<font color=""%23000000"">ALL OF SECTION 2, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">ALL OF SECTION  2</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5235853.pdf","617"
"<font color=""%23000000"">SECTION 35, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","030B03F0.pdf","618"
"<font color=""%23000000"">SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 35 AND 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","030B03F1.pdf","619"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240526.pdf","620"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240528.pdf","621"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240530.pdf","622"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240534.pdf","623"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240536.pdf","624"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240539.pdf","625"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240543.pdf","626"
